datetime,gage
10/2/21 4:30,2.09
10/2/21 4:45,2.09
10/2/21 5:00,2.01
10/2/21 5:15,2.01
10/2/21 5:30,2.01
10/2/21 5:45,1.93
10/2/21 6:00,1.93
10/2/21 6:15,1.85
10/2/21 6:30,1.85
10/2/21 6:45,1.85
10/2/21 7:00,1.77
10/2/21 7:15,1.77
10/2/21 7:30,1.69
10/2/21 7:45,1.69
10/2/21 8:00,1.69
10/2/21 8:15,1.69
10/2/21 8:30,1.69
10/2/21 8:45,1.69
10/2/21 9:00,1.69
10/2/21 9:15,1.61
10/2/21 9:30,1.61
10/2/21 9:45,1.61
10/2/21 10:00,1.61
10/2/21 10:15,1.61
10/2/21 10:30,1.61
10/2/21 10:45,1.61
10/2/21 11:00,1.53
10/2/21 11:15,1.53
10/2/21 11:30,1.53
10/2/21 11:45,1.53
10/2/21 12:00,1.53
10/2/21 12:15,1.45
10/2/21 12:30,1.45
10/2/21 12:45,1.45
10/2/21 13:00,1.45
10/2/21 13:15,1.37
10/2/21 13:30,1.37
10/2/21 13:45,1.37
10/2/21 14:00,1.37
10/2/21 14:15,1.37
10/2/21 14:30,1.37
10/2/21 14:45,1.37
10/2/21 15:00,1.37
10/2/21 15:15,1.37
10/2/21 15:30,1.37
10/2/21 15:45,1.37
10/2/21 16:00,1.37
10/2/21 16:15,1.37
10/2/21 16:30,1.37
10/2/21 16:45,1.37
10/2/21 17:00,1.37
10/2/21 17:15,1.29
10/2/21 17:30,1.29
10/2/21 17:45,1.29
10/2/21 18:00,1.29
10/2/21 18:15,1.29
10/2/21 18:30,1.29
10/2/21 18:45,1.29
10/2/21 19:00,1.29
10/2/21 19:15,1.29
10/2/21 19:30,1.21
10/2/21 19:45,1.21
10/2/21 20:00,1.29
10/2/21 20:15,1.21
10/2/21 20:30,1.21
10/2/21 20:45,1.21
10/2/21 21:00,1.21
10/2/21 21:15,1.21
10/2/21 21:30,1.21
10/2/21 21:45,1.21
10/2/21 22:00,1.13
10/2/21 22:15,1.21
10/2/21 22:30,1.21
10/2/21 22:45,1.13
10/2/21 23:00,1.21
10/2/21 23:15,1.21
10/2/21 23:30,1.2
10/2/21 23:45,1.2
10/3/21 0:00,1.12
10/3/21 0:15,1.12
10/3/21 0:30,1.12
10/3/21 0:45,1.12
10/3/21 1:00,1.12
10/3/21 1:15,1.12
10/3/21 1:30,1.12
10/3/21 1:45,1.12
10/3/21 2:00,1.12
10/3/21 2:15,1.12
10/3/21 2:30,1.04
10/3/21 2:45,1.04
10/3/21 3:00,1.04
10/3/21 3:15,1.04
10/3/21 3:30,1.04
10/3/21 3:45,1.04
10/3/21 4:00,1.04
10/3/21 4:15,1.04
10/3/21 4:30,1.04
10/3/21 4:45,1.04
10/3/21 5:00,1.04
10/3/21 5:15,1.04
10/3/21 5:30,1.04
10/3/21 5:45,0.96
10/3/21 6:00,0.96
10/3/21 6:15,0.96
10/3/21 6:30,0.96
10/3/21 6:45,0.96
10/3/21 7:00,0.96
10/3/21 7:15,0.96
10/3/21 7:30,0.96
10/3/21 7:45,0.96
10/3/21 8:00,0.96
10/3/21 8:15,0.96
10/3/21 8:30,0.96
10/3/21 8:45,0.96
10/3/21 9:00,0.96
10/3/21 9:15,0.96
10/3/21 9:30,0.96
10/3/21 9:45,0.96
10/3/21 10:00,0.96
10/3/21 10:15,0.96
10/3/21 10:30,0.96
10/3/21 10:45,0.96
10/3/21 11:00,0.96
10/3/21 11:15,0.96
10/3/21 11:30,0.96
10/3/21 11:45,0.96
10/3/21 12:00,0.96
10/3/21 12:15,0.96
10/3/21 12:30,0.96
10/3/21 12:45,0.88
10/3/21 13:00,0.88
10/3/21 13:15,0.88
10/3/21 13:30,0.88
10/3/21 13:45,0.88
10/3/21 14:00,0.88
10/3/21 14:15,0.88
10/3/21 14:30,0.88
10/3/21 14:45,0.88
10/3/21 15:00,0.88
10/3/21 15:15,0.88
10/3/21 15:30,0.88
10/3/21 15:45,0.88
10/3/21 16:00,0.88
10/3/21 16:15,0.88
10/3/21 16:30,0.96
10/3/21 16:45,0.96
10/3/21 17:00,0.96
10/3/21 17:15,0.96
10/3/21 17:30,1.05
10/3/21 17:45,1.05
10/3/21 18:00,1.05
10/3/21 18:15,1.05
10/3/21 18:30,1.05
10/3/21 18:45,1.05
10/3/21 19:00,1.05
10/3/21 19:15,1.05
10/3/21 19:30,1.05
10/3/21 19:45,1.05
10/3/21 20:00,1.05
10/3/21 20:15,1.04
10/3/21 20:30,0.96
10/3/21 20:45,0.96
10/3/21 21:00,1.04
10/3/21 21:15,1.04
10/3/21 21:30,0.96
10/3/21 21:45,0.96
10/3/21 22:00,0.96
10/3/21 22:15,0.96
10/3/21 22:30,0.96
10/3/21 22:45,0.96
10/3/21 23:00,0.96
10/3/21 23:15,0.96
10/3/21 23:30,0.96
10/3/21 23:45,0.96
10/4/21 0:00,0.96
10/4/21 0:15,0.96
10/4/21 0:30,0.96
10/4/21 0:45,0.96
10/4/21 1:00,0.96
10/4/21 1:15,0.96
10/4/21 1:30,0.96
10/4/21 1:45,0.96
10/4/21 2:00,0.88
10/4/21 2:15,0.88
10/4/21 2:30,0.88
10/4/21 2:45,0.88
10/4/21 3:00,0.88
10/4/21 3:15,0.88
10/4/21 3:30,0.88
10/4/21 3:45,0.88
10/4/21 4:00,0.88
10/4/21 4:15,0.88
10/4/21 4:30,0.88
10/4/21 4:45,0.88
10/4/21 5:00,0.88
10/4/21 5:15,0.88
10/4/21 5:30,0.88
10/4/21 9:30,0.96
10/4/21 9:45,0.88
10/4/21 10:00,0.88
10/4/21 10:15,0.88
10/4/21 10:30,0.8
10/4/21 10:45,0.8
10/4/21 11:00,0.8
10/4/21 11:15,0.8
10/4/21 11:30,0.72
10/4/21 11:45,0.8
10/4/21 12:00,0.8
10/4/21 12:15,0.72
10/4/21 12:30,0.72
10/4/21 12:45,0.72
10/4/21 13:00,0.72
10/4/21 13:15,0.72
10/4/21 13:30,0.8
10/4/21 13:45,0.72
10/4/21 14:00,0.72
10/4/21 14:15,0.72
10/4/21 14:30,0.72
10/4/21 14:45,0.72
10/4/21 15:00,0.72
10/4/21 15:15,0.8
10/4/21 15:30,0.72
10/4/21 15:45,0.72
10/4/21 16:00,0.81
10/4/21 16:15,0.81
10/4/21 16:30,0.81
10/4/21 16:45,0.81
10/4/21 17:00,0.81
10/4/21 17:15,0.81
10/4/21 17:30,0.81
10/4/21 17:45,0.81
10/4/21 18:00,0.81
10/4/21 18:15,0.81
10/4/21 18:30,0.89
10/4/21 18:45,0.89
10/4/21 19:00,0.89
10/4/21 19:15,0.81
10/4/21 19:30,0.89
10/4/21 19:45,0.89
10/4/21 20:00,0.89
10/4/21 20:15,0.89
10/4/21 20:30,0.89
10/4/21 20:45,0.89
10/4/21 21:00,0.89
10/4/21 21:15,0.89
10/4/21 21:30,0.89
10/4/21 21:45,0.89
10/4/21 22:00,0.89
10/4/21 22:15,0.89
10/4/21 22:30,0.88
10/4/21 22:45,0.88
10/4/21 23:00,0.88
10/4/21 23:15,0.88
10/4/21 23:30,0.88
10/4/21 23:45,0.88
10/5/21 0:00,0.88
10/5/21 0:15,0.88
10/5/21 0:30,0.88
10/5/21 0:45,0.88
10/5/21 1:00,0.8
10/5/21 1:15,0.8
10/5/21 1:30,0.8
10/5/21 1:45,0.8
10/5/21 2:00,0.8
10/5/21 2:15,0.8
10/5/21 2:30,0.8
10/5/21 2:45,0.8
10/5/21 3:00,0.8
10/5/21 3:15,0.8
10/5/21 3:30,0.8
10/5/21 3:45,0.88
10/5/21 4:00,0.8
10/5/21 4:15,0.8
10/5/21 4:30,0.8
10/5/21 4:45,0.8
10/5/21 5:00,0.8
10/5/21 5:15,0.8
10/5/21 5:30,0.8
10/5/21 5:45,0.8
10/5/21 6:00,0.8
10/5/21 6:15,0.8
10/5/21 6:30,0.8
10/5/21 6:45,0.8
10/5/21 7:00,0.8
10/5/21 7:15,0.8
10/5/21 7:30,0.8
10/5/21 7:45,0.8
10/5/21 8:00,0.8
10/5/21 8:15,0.8
10/5/21 8:30,0.8
10/5/21 8:45,0.81
10/5/21 9:00,0.81
10/5/21 9:15,0.81
10/5/21 9:30,0.81
10/5/21 9:45,0.81
10/5/21 10:00,0.81
10/5/21 10:15,0.81
10/5/21 10:30,0.81
10/5/21 10:45,0.81
10/5/21 11:00,0.81
10/5/21 11:15,0.81
10/5/21 11:30,0.81
10/5/21 11:45,0.81
10/5/21 12:00,0.81
10/5/21 12:15,0.89
10/5/21 12:30,0.89
10/5/21 12:45,0.97
10/5/21 13:00,0.97
10/5/21 13:15,0.97
10/5/21 13:30,0.97
10/5/21 13:45,1.05
10/5/21 14:00,1.05
10/5/21 14:15,1.13
10/5/21 14:30,1.13
10/5/21 14:45,1.13
10/5/21 15:00,1.13
10/5/21 15:15,1.21
10/5/21 15:30,1.21
10/5/21 15:45,1.21
10/5/21 16:00,1.21
10/5/21 16:15,1.29
10/5/21 16:30,1.29
10/5/21 16:45,1.29
10/5/21 17:00,1.29
10/5/21 17:15,1.29
10/5/21 17:30,1.29
10/5/21 17:45,1.29
10/5/21 18:00,1.37
10/5/21 18:15,1.37
10/5/21 18:30,1.29
10/5/21 18:45,1.37
10/5/21 19:00,1.37
10/5/21 19:15,1.37
10/5/21 19:30,1.37
10/5/21 19:45,1.37
10/5/21 20:00,1.37
10/5/21 20:15,1.37
10/5/21 20:30,1.37
10/5/21 20:45,1.37
10/5/21 21:00,1.37
10/5/21 21:15,1.37
10/5/21 21:30,1.37
10/5/21 21:45,1.37
10/5/21 22:00,1.37
10/5/21 22:15,1.37
10/5/21 22:30,1.37
10/5/21 22:45,1.37
10/5/21 23:00,1.37
10/5/21 23:15,1.37
10/5/21 23:30,1.37
10/5/21 23:45,1.37
10/6/21 0:00,1.37
10/6/21 0:15,1.37
10/6/21 0:30,1.37
10/6/21 0:45,1.37
10/6/21 1:00,1.37
10/6/21 1:15,1.37
10/6/21 1:30,1.37
10/6/21 1:45,1.37
10/6/21 2:00,1.45
10/6/21 2:15,1.45
10/6/21 2:30,1.45
10/6/21 2:45,1.45
10/6/21 3:00,1.53
10/6/21 3:15,1.53
10/6/21 3:30,1.61
10/6/21 3:45,1.69
10/6/21 4:00,1.69
10/6/21 4:15,1.78
10/6/21 4:30,1.78
10/6/21 4:45,1.78
10/6/21 5:00,1.86
10/6/21 5:15,1.86
10/6/21 5:30,1.86
10/6/21 5:45,1.86
10/6/21 6:00,1.86
10/6/21 6:15,1.86
10/6/21 6:30,1.86
10/6/21 6:45,1.86
10/6/21 7:00,1.86
10/6/21 7:15,1.86
10/6/21 7:30,1.86
10/6/21 7:45,1.86
10/6/21 8:00,1.86
10/6/21 8:15,1.86
10/6/21 8:30,1.86
10/6/21 8:45,1.86
10/6/21 9:00,1.94
10/6/21 9:15,1.86
10/6/21 9:30,1.94
10/6/21 9:45,1.94
10/6/21 10:00,2.02
10/6/21 10:15,2.02
10/6/21 10:30,2.02
10/6/21 10:45,2.1
10/6/21 11:00,2.1
10/6/21 11:15,2.1
10/6/21 11:30,2.1
10/6/21 11:45,2.18
10/6/21 12:00,2.26
10/6/21 12:15,2.34
10/6/21 12:30,2.5
10/6/21 12:45,2.67
10/6/21 13:00,2.83
10/6/21 13:15,2.99
10/6/21 13:30,3.15
10/6/21 13:45,3.23
10/6/21 14:00,3.39
10/6/21 14:15,3.55
10/6/21 14:30,3.63
10/6/21 14:45,3.71
10/6/21 15:00,3.79
10/6/21 15:15,3.79
10/6/21 15:30,3.79
10/6/21 15:45,3.87
10/6/21 16:00,3.87
10/6/21 16:15,3.87
10/6/21 16:30,3.87
10/6/21 16:45,3.87
10/6/21 17:00,3.87
10/6/21 17:15,3.87
10/6/21 17:30,3.87
10/6/21 17:45,3.87
10/6/21 18:00,3.78
10/6/21 18:15,3.78
10/6/21 18:30,3.78
10/6/21 18:45,3.7
10/6/21 19:00,3.7
10/6/21 19:15,3.62
10/6/21 19:30,3.63
10/6/21 19:45,3.55
10/6/21 20:00,3.55
10/6/21 20:15,3.46
10/6/21 20:30,3.38
10/6/21 20:45,3.38
10/6/21 21:00,3.38
10/6/21 21:15,3.3
10/6/21 21:30,3.3
10/6/21 21:45,3.22
10/6/21 22:00,3.22
10/6/21 22:15,3.14
10/6/21 22:30,3.14
10/6/21 22:45,3.14
10/6/21 23:00,3.06
10/6/21 23:15,3.06
10/6/21 23:30,2.98
10/6/21 23:45,2.98
10/7/21 0:00,2.98
10/7/21 0:15,2.9
10/7/21 0:30,2.9
10/7/21 0:45,2.82
10/7/21 1:00,2.82
10/7/21 1:15,2.82
10/7/21 1:30,2.82
10/7/21 1:45,2.74
10/7/21 2:00,2.74
10/7/21 2:15,2.74
10/7/21 2:30,2.66
10/7/21 2:45,2.66
10/7/21 3:00,2.58
10/7/21 3:15,2.58
10/7/21 3:30,2.58
10/7/21 3:45,2.5
10/7/21 4:00,2.5
10/7/21 4:15,2.5
10/7/21 4:30,2.42
10/7/21 4:45,2.42
10/7/21 5:00,2.42
10/7/21 5:15,2.42
10/7/21 5:30,2.33
10/7/21 5:45,2.33
10/7/21 6:00,2.25
10/7/21 6:15,2.25
10/7/21 6:30,2.25
10/7/21 6:45,2.25
10/7/21 7:00,2.25
10/7/21 7:15,2.25
10/7/21 7:30,2.25
10/7/21 7:45,2.17
10/7/21 8:00,2.17
10/7/21 8:15,2.17
10/7/21 8:30,2.17
10/7/21 8:45,2.17
10/7/21 9:00,2.18
10/7/21 9:15,2.1
10/7/21 9:30,2.1
10/7/21 9:45,2.18
10/7/21 10:00,2.1
10/7/21 10:15,2.1
10/7/21 10:30,2.18
10/7/21 10:45,2.18
10/7/21 11:00,2.18
10/7/21 11:15,2.26
10/7/21 11:30,2.34
10/7/21 11:45,2.34
10/7/21 12:00,2.42
10/7/21 12:15,2.42
10/7/21 12:30,2.51
10/7/21 12:45,2.59
10/7/21 13:00,2.67
10/7/21 13:15,2.59
10/7/21 13:30,2.75
10/7/21 13:45,2.75
10/7/21 14:00,2.75
10/7/21 14:15,2.76
10/7/21 14:30,2.84
10/7/21 14:45,2.84
10/7/21 15:00,2.84
10/7/21 15:15,2.84
10/7/21 15:30,2.92
10/7/21 15:45,2.92
10/7/21 16:00,2.92
10/7/21 16:15,2.92
10/7/21 16:30,2.92
10/7/21 16:45,2.92
10/7/21 17:00,2.92
10/7/21 17:15,2.91
10/7/21 17:30,2.83
10/7/21 17:45,2.83
10/7/21 18:00,2.83
10/7/21 18:15,2.83
10/7/21 18:30,2.75
10/7/21 18:45,2.75
10/7/21 19:00,2.67
10/7/21 19:15,2.67
10/7/21 19:30,2.67
10/7/21 19:45,2.59
10/7/21 20:00,2.59
10/7/21 20:15,2.59
10/7/21 20:30,2.51
10/7/21 20:45,2.51
10/7/21 21:00,2.43
10/7/21 21:15,2.43
10/7/21 21:30,2.43
10/7/21 21:45,2.43
10/7/21 22:00,2.43
10/7/21 22:15,2.35
10/7/21 22:30,2.35
10/7/21 22:45,2.35
10/7/21 23:00,2.35
10/7/21 23:15,2.35
10/7/21 23:30,2.27
10/7/21 23:45,2.27
10/8/21 0:00,2.27
10/8/21 0:15,2.27
10/8/21 0:30,2.27
10/8/21 0:45,2.27
10/8/21 1:00,2.27
10/8/21 1:15,2.27
10/8/21 1:30,2.35
10/8/21 1:45,2.35
10/8/21 2:00,2.43
10/8/21 2:15,2.51
10/8/21 2:30,2.59
10/8/21 2:45,2.75
10/8/21 3:00,2.83
10/8/21 3:15,3
10/8/21 3:30,3.08
10/8/21 3:45,3.24
10/8/21 4:00,3.4
10/8/21 4:15,3.48
10/8/21 4:30,3.56
10/8/21 4:45,3.56
10/8/21 5:00,3.64
10/8/21 5:15,3.64
10/8/21 5:30,3.72
10/8/21 5:45,3.72
10/8/21 6:00,3.81
10/8/21 6:15,3.97
10/8/21 6:30,4.05
10/8/21 6:45,4.21
10/8/21 7:00,4.29
10/8/21 7:15,4.29
10/8/21 7:30,4.29
10/8/21 7:45,4.29
10/8/21 8:00,4.37
10/8/21 8:15,4.29
10/8/21 8:30,4.29
10/8/21 8:45,4.21
10/8/21 9:00,4.21
10/8/21 9:15,4.13
10/8/21 9:30,4.13
10/8/21 9:45,4.13
10/8/21 10:00,4.05
10/8/21 10:15,4.05
10/8/21 10:30,3.97
10/8/21 10:45,3.97
10/8/21 11:00,3.89
10/8/21 11:15,3.89
10/8/21 11:30,3.81
10/8/21 11:45,3.73
10/8/21 12:00,3.65
10/8/21 12:15,3.65
10/8/21 12:30,3.65
10/8/21 12:45,3.65
10/8/21 13:00,3.57
10/8/21 13:15,3.57
10/8/21 13:30,3.48
10/8/21 13:45,3.48
10/8/21 14:00,3.48
10/8/21 14:15,3.48
10/8/21 14:30,3.56
10/8/21 14:45,3.56
10/8/21 15:00,3.56
10/8/21 15:15,3.56
10/8/21 15:30,3.72
10/8/21 15:45,3.72
10/8/21 16:00,3.72
10/8/21 16:15,3.88
10/8/21 16:30,3.88
10/8/21 16:45,3.96
10/8/21 17:00,4.04
10/8/21 17:15,4.13
10/8/21 17:30,4.21
10/8/21 17:45,4.13
10/8/21 18:00,3.96
10/8/21 18:15,3.96
10/8/21 18:30,3.88
10/8/21 18:45,3.8
10/8/21 19:00,3.8
10/8/21 19:15,3.64
10/8/21 19:30,3.72
10/8/21 19:45,3.8
10/8/21 20:00,3.8
10/8/21 20:15,3.8
10/8/21 20:30,3.72
10/8/21 20:45,3.72
10/8/21 21:00,3.63
10/8/21 21:15,3.55
10/8/21 21:30,3.63
10/8/21 21:45,3.55
10/8/21 22:00,3.55
10/8/21 22:15,3.47
10/8/21 22:30,3.72
10/8/21 22:45,3.63
10/8/21 23:00,3.72
10/8/21 23:15,3.63
10/8/21 23:30,3.63
10/8/21 23:45,3.63
10/9/21 0:00,3.55
10/9/21 0:15,3.47
10/9/21 0:30,3.39
10/9/21 0:45,3.31
10/9/21 1:00,3.39
10/9/21 1:15,3.31
10/9/21 1:30,3.31
10/9/21 1:45,3.23
10/9/21 2:00,3.23
10/9/21 2:15,3.15
10/9/21 2:30,3.15
10/9/21 2:45,3.06
10/9/21 3:00,3.06
10/9/21 3:15,3.06
10/9/21 3:30,3.06
10/9/21 3:45,3.06
10/9/21 4:00,2.98
10/9/21 4:15,2.98
10/9/21 4:30,2.98
10/9/21 4:45,2.98
10/9/21 5:00,2.98
10/9/21 5:15,2.98
10/9/21 5:30,2.98
10/9/21 5:45,2.9
10/9/21 6:00,2.9
10/9/21 6:15,2.98
10/9/21 6:30,2.9
10/9/21 6:45,2.9
10/9/21 7:00,2.9
10/9/21 7:15,2.9
10/9/21 7:30,2.9
10/9/21 7:45,2.9
10/9/21 8:00,2.9
10/9/21 8:15,2.9
10/9/21 8:30,2.82
10/9/21 8:45,2.82
10/9/21 9:00,2.82
10/9/21 9:15,2.74
10/9/21 9:30,2.74
10/9/21 9:45,2.74
10/9/21 10:00,2.66
10/9/21 10:15,2.66
10/9/21 10:30,2.66
10/9/21 10:45,2.58
10/9/21 11:00,2.58
10/9/21 11:15,2.58
10/9/21 11:30,2.5
10/9/21 11:45,2.51
10/9/21 12:00,2.51
10/9/21 12:15,2.43
10/9/21 12:30,2.43
10/9/21 12:45,2.43
10/9/21 13:00,2.43
10/9/21 13:15,2.43
10/9/21 13:30,2.35
10/9/21 13:45,2.35
10/9/21 14:00,2.35
10/9/21 14:15,2.35
10/9/21 14:30,2.35
10/9/21 14:45,2.35
10/9/21 15:00,2.35
10/9/21 15:15,2.35
10/9/21 15:30,2.35
10/9/21 15:45,2.35
10/9/21 16:00,2.27
10/9/21 16:15,2.27
10/9/21 16:30,2.27
10/9/21 16:45,2.27
10/9/21 17:00,2.27
10/9/21 17:15,2.27
10/9/21 17:30,2.19
10/9/21 17:45,2.27
10/9/21 18:00,2.19
10/9/21 18:15,2.19
10/9/21 18:30,2.19
10/9/21 18:45,2.19
10/9/21 19:00,2.19
10/9/21 19:15,2.19
10/9/21 19:30,2.19
10/9/21 19:45,2.19
10/9/21 20:00,2.11
10/9/21 20:15,2.11
10/9/21 20:30,2.11
