# Discharge.ft^3_s@15237003.20210101.csv generated at 2022-12-06 22:49:05 (UTC+00:00) by AQUARIUS Time-Series 21.4.366.0
# 
# Time-series identifier: Discharge.ft^3/s@15237003
# Location: NELLIE JUAN R TRIB NR HUNTER AK
# UTC offset: (UTC-09:00)
# Value units: ft^3/s
# Value parameter: Discharge
# Interpolation type: Instantaneous Values
# Time-series type: Derived
# 
# Export options: Corrected signal from 2021-01-01T09:00:00Z to 2022-12-02T09:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-09:00),Value,Approval Level,Grade,Qualifiers
2021-07-06T03:45:00Z,2021-07-05 18:45:00,25.2092066620694,Working,50,"ESTIMATED"
2021-07-06T04:00:00Z,2021-07-05 19:00:00,26.0268196467065,Working,50,"ESTIMATED"
2021-07-06T04:15:00Z,2021-07-05 19:15:00,26.8353278783228,Working,50,"ESTIMATED"
2021-07-06T04:30:00Z,2021-07-05 19:30:00,27.6252140650066,Working,50,"ESTIMATED"
2021-07-06T04:45:00Z,2021-07-05 19:45:00,28.3456673312634,Working,50,"ESTIMATED"
2021-07-06T05:00:00Z,2021-07-05 20:00:00,29.0740159581209,Working,50,"ESTIMATED"
2021-07-06T22:00:00Z,2021-07-06 13:00:00,29.5213691164043,Working,50,"ESTIMATED"
2021-07-06T22:15:00Z,2021-07-06 13:15:00,28.4742449807988,Working,50,"ESTIMATED"
2021-07-06T22:30:00Z,2021-07-06 13:30:00,27.5245087842974,Working,50,"ESTIMATED"
2021-07-06T22:45:00Z,2021-07-06 13:45:00,26.6291117634917,Working,50,"ESTIMATED"
2021-07-06T23:00:00Z,2021-07-06 14:00:00,25.7691081388192,Working,50,"ESTIMATED"
2021-07-06T23:15:00Z,2021-07-06 14:15:00,24.9032080287697,Working,50,"ESTIMATED"
2021-07-06T23:30:00Z,2021-07-06 14:30:00,24.0535786623401,Working,50,"ESTIMATED"
2021-07-06T23:45:00Z,2021-07-06 14:45:00,23.2383362619087,Working,50,"ESTIMATED"
2021-07-07T00:00:00Z,2021-07-06 15:00:00,22.4909825882852,Working,50,"ESTIMATED"
2021-07-07T00:15:00Z,2021-07-06 15:15:00,21.8832832448193,Working,50,"ESTIMATED"
2021-07-07T00:30:00Z,2021-07-06 15:30:00,21.2516017393921,Working,50,"ESTIMATED"
2021-07-07T00:45:00Z,2021-07-06 15:45:00,20.6782605938988,Working,50,"ESTIMATED"
2021-07-07T01:00:00Z,2021-07-06 16:00:00,20.1773939912857,Working,50,"ESTIMATED"
2021-07-07T01:15:00Z,2021-07-06 16:15:00,19.7379788067097,Working,50,"ESTIMATED"
2021-07-07T01:30:00Z,2021-07-06 16:30:00,19.3878254152502,Working,50,"ESTIMATED"
2021-07-07T01:45:00Z,2021-07-06 16:45:00,19.0857706269649,Working,50,"ESTIMATED"
2021-07-07T02:00:00Z,2021-07-06 17:00:00,18.7699569842573,Working,50,"ESTIMATED"
2021-07-07T02:15:00Z,2021-07-06 17:15:00,18.5259116352612,Working,50,"ESTIMATED"
2021-07-07T02:30:00Z,2021-07-06 17:30:00,18.3674261061372,Working,50,"ESTIMATED"
2021-07-07T02:45:00Z,2021-07-06 17:45:00,18.2566720220025,Working,50,"ESTIMATED"
2021-07-07T03:00:00Z,2021-07-06 18:00:00,18.2381481899704,Working,50,"ESTIMATED"
2021-07-07T03:15:00Z,2021-07-06 18:15:00,18.2449284681541,Working,50,"ESTIMATED"
2021-07-07T03:30:00Z,2021-07-06 18:30:00,18.3170851388909,Working,50,"ESTIMATED"
2021-07-07T03:45:00Z,2021-07-06 18:45:00,18.4216814736527,Working,50,"ESTIMATED"
2021-07-07T04:00:00Z,2021-07-06 19:00:00,18.6363288054114,Working,50,"ESTIMATED"
2021-07-07T04:15:00Z,2021-07-06 19:15:00,18.8859650285272,Working,50,"ESTIMATED"
2021-07-07T04:30:00Z,2021-07-06 19:30:00,19.203678724299,Working,50,"ESTIMATED"
2021-07-07T04:45:00Z,2021-07-06 19:45:00,19.5357637899178,Working,50,"ESTIMATED"
2021-07-07T05:00:00Z,2021-07-06 20:00:00,19.9271337727693,Working,50,"ESTIMATED"
2021-07-07T05:15:00Z,2021-07-06 20:15:00,20.4083911744866,Working,50,"ESTIMATED"
2021-07-07T05:30:00Z,2021-07-06 20:30:00,20.912863123403,Working,50,"ESTIMATED"
2021-07-07T05:45:00Z,2021-07-06 20:45:00,21.4384950731289,Working,50,"ESTIMATED"
2021-07-07T06:00:00Z,2021-07-06 21:00:00,22.0251363413981,Working,50,"ESTIMATED"
2021-07-07T06:15:00Z,2021-07-06 21:15:00,22.6364448007643,Working,50,"ESTIMATED"
2021-07-07T06:30:00Z,2021-07-06 21:30:00,23.3045421249003,Working,50,"ESTIMATED"
2021-07-07T06:45:00Z,2021-07-06 21:45:00,24.0009468087908,Working,50,"ESTIMATED"
2021-07-07T07:00:00Z,2021-07-06 22:00:00,24.7527026041894,Working,50,"ESTIMATED"
2021-07-07T07:15:00Z,2021-07-06 22:15:00,25.5631465725749,Working,50,"ESTIMATED"
2021-07-07T07:30:00Z,2021-07-06 22:30:00,26.3558809586559,Working,50,"ESTIMATED"
2021-07-07T07:45:00Z,2021-07-06 22:45:00,27.1245643307735,Working,50,"ESTIMATED"
2021-07-07T08:00:00Z,2021-07-06 23:00:00,27.9635909048962,Working,50,"ESTIMATED"
2021-07-07T08:15:00Z,2021-07-06 23:15:00,28.8479242672378,Working,50,"ESTIMATED"
2021-07-07T08:30:00Z,2021-07-06 23:30:00,29.7738520470573,Working,50,"ESTIMATED"
2021-07-07T19:15:00Z,2021-07-07 10:15:00,29.0032334796076,Working,50,"ESTIMATED"
2021-07-07T19:30:00Z,2021-07-07 10:30:00,27.2594438680869,Working,50,"ESTIMATED"
2021-07-07T19:45:00Z,2021-07-07 10:45:00,25.5890096409396,Working,50,"ESTIMATED"
2021-07-07T20:00:00Z,2021-07-07 11:00:00,24.0679619713082,Working,50,"ESTIMATED"
2021-07-07T20:15:00Z,2021-07-07 11:15:00,22.6414890333357,Working,50,"ESTIMATED"
2021-07-07T20:30:00Z,2021-07-07 11:30:00,21.2415576781042,Working,50,"ESTIMATED"
2021-07-07T20:45:00Z,2021-07-07 11:45:00,19.952686500222,Working,50,"ESTIMATED"
2021-07-07T21:00:00Z,2021-07-07 12:00:00,18.7863297914118,Working,50,"ESTIMATED"
2021-07-07T21:15:00Z,2021-07-07 12:15:00,17.7546805088918,Working,50,"ESTIMATED"
2021-07-07T21:30:00Z,2021-07-07 12:30:00,16.8171947387275,Working,50,"ESTIMATED"
2021-07-07T21:45:00Z,2021-07-07 12:45:00,16.0098795968427,Working,50,"ESTIMATED"
2021-07-07T22:00:00Z,2021-07-07 13:00:00,15.2778840410174,Working,50,"ESTIMATED"
2021-07-07T22:15:00Z,2021-07-07 13:15:00,14.6416724866514,Working,50,"ESTIMATED"
2021-07-07T22:30:00Z,2021-07-07 13:30:00,14.0899548350158,Working,50,"ESTIMATED"
2021-07-07T22:45:00Z,2021-07-07 13:45:00,13.570399695899,Working,50,"ESTIMATED"
2021-07-07T23:00:00Z,2021-07-07 14:00:00,13.0570575927808,Working,50,"ESTIMATED"
2021-07-07T23:15:00Z,2021-07-07 14:15:00,12.6215518458782,Working,50,"ESTIMATED"
2021-07-07T23:30:00Z,2021-07-07 14:30:00,12.2582266874885,Working,50,"ESTIMATED"
2021-07-07T23:45:00Z,2021-07-07 14:45:00,11.967068707666,Working,50,"ESTIMATED"
2021-07-08T00:00:00Z,2021-07-07 15:00:00,11.7707298094398,Working,50,"ESTIMATED"
2021-07-08T00:15:00Z,2021-07-07 15:15:00,11.6562774103539,Working,50,"ESTIMATED"
2021-07-08T00:30:00Z,2021-07-07 15:30:00,11.5771993529609,Working,50,"ESTIMATED"
2021-07-08T00:45:00Z,2021-07-07 15:45:00,11.5491853924189,Working,50,"ESTIMATED"
2021-07-08T01:00:00Z,2021-07-07 16:00:00,11.5809961712522,Working,50,"ESTIMATED"
2021-07-08T01:15:00Z,2021-07-07 16:15:00,11.7068947205625,Working,50,"ESTIMATED"
2021-07-08T01:30:00Z,2021-07-07 16:30:00,11.8579970160012,Working,50,"ESTIMATED"
2021-07-08T01:45:00Z,2021-07-07 16:45:00,12.0566735758932,Working,50,"ESTIMATED"
2021-07-08T02:00:00Z,2021-07-07 17:00:00,12.2676757217175,Working,50,"ESTIMATED"
2021-07-08T02:15:00Z,2021-07-07 17:15:00,12.5272923703062,Working,50,"ESTIMATED"
2021-07-08T02:30:00Z,2021-07-07 17:30:00,12.8657321728987,Working,50,"ESTIMATED"
2021-07-08T02:45:00Z,2021-07-07 17:45:00,13.2301213832745,Working,50,"ESTIMATED"
2021-07-08T03:00:00Z,2021-07-07 18:00:00,13.6375213796681,Working,50,"ESTIMATED"
2021-07-08T03:15:00Z,2021-07-07 18:15:00,14.0886160955217,Working,50,"ESTIMATED"
2021-07-08T03:30:00Z,2021-07-07 18:30:00,14.5775636978238,Working,50,"ESTIMATED"
2021-07-08T03:45:00Z,2021-07-07 18:45:00,15.1591715233995,Working,50,"ESTIMATED"
2021-07-08T04:00:00Z,2021-07-07 19:00:00,15.8996400369873,Working,50,"ESTIMATED"
2021-07-08T04:15:00Z,2021-07-07 19:15:00,16.6839753322312,Working,50,"ESTIMATED"
2021-07-08T04:30:00Z,2021-07-07 19:30:00,17.5754156598898,Working,50,"ESTIMATED"
2021-07-08T04:45:00Z,2021-07-07 19:45:00,18.5390846040568,Working,50,"ESTIMATED"
2021-07-08T05:00:00Z,2021-07-07 20:00:00,19.6403044516806,Working,50,"ESTIMATED"
2021-07-08T05:15:00Z,2021-07-07 20:15:00,20.8051353801945,Working,50,"ESTIMATED"
2021-07-08T05:30:00Z,2021-07-07 20:30:00,22.0214786979608,Working,50,"ESTIMATED"
2021-07-08T05:45:00Z,2021-07-07 20:45:00,23.3349533189568,Working,50,"ESTIMATED"
2021-07-08T06:00:00Z,2021-07-07 21:00:00,24.6469034811393,Working,50,"ESTIMATED"
2021-07-08T06:15:00Z,2021-07-07 21:15:00,25.973867859106,Working,50,"ESTIMATED"
2021-07-08T06:30:00Z,2021-07-07 21:30:00,27.3343770355438,Working,50,"ESTIMATED"
2021-07-08T06:45:00Z,2021-07-07 21:45:00,28.7330315236527,Working,50,"ESTIMATED"
2021-07-09T21:30:00Z,2021-07-09 12:30:00,28.8862928212591,Working,50,"ESTIMATED"
2021-07-09T21:45:00Z,2021-07-09 12:45:00,27.9135021088378,Working,50,"ESTIMATED"
2021-07-09T22:00:00Z,2021-07-09 13:00:00,27.0575132158131,Working,50,"ESTIMATED"
2021-07-09T22:15:00Z,2021-07-09 13:15:00,26.2400610283111,Working,50,"ESTIMATED"
2021-07-09T22:30:00Z,2021-07-09 13:30:00,25.5495190040122,Working,50,"ESTIMATED"
2021-07-09T22:45:00Z,2021-07-09 13:45:00,24.9401788106176,Working,50,"ESTIMATED"
2021-07-09T23:00:00Z,2021-07-09 14:00:00,24.3414475716117,Working,50,"ESTIMATED"
2021-07-09T23:15:00Z,2021-07-09 14:15:00,23.8181878770017,Working,50,"ESTIMATED"
2021-07-09T23:30:00Z,2021-07-09 14:30:00,23.3273813860704,Working,50,"ESTIMATED"
2021-07-09T23:45:00Z,2021-07-09 14:45:00,22.9613004153587,Working,50,"ESTIMATED"
2021-07-10T00:00:00Z,2021-07-09 15:00:00,22.6112484963387,Working,50,"ESTIMATED"
2021-07-10T00:15:00Z,2021-07-09 15:15:00,22.3114369604388,Working,50,"ESTIMATED"
2021-07-10T00:30:00Z,2021-07-09 15:30:00,22.0790432043168,Working,50,"ESTIMATED"
2021-07-10T00:45:00Z,2021-07-09 15:45:00,21.9403359376,Working,50,"ESTIMATED"
2021-07-10T01:00:00Z,2021-07-09 16:00:00,21.8907353040277,Working,50,"ESTIMATED"
2021-07-10T01:15:00Z,2021-07-09 16:15:00,21.9001981089642,Working,50,"ESTIMATED"
2021-07-10T01:30:00Z,2021-07-09 16:30:00,21.9314314793726,Working,50,"ESTIMATED"
2021-07-10T01:45:00Z,2021-07-09 16:45:00,22.0203869425675,Working,50,"ESTIMATED"
2021-07-10T02:00:00Z,2021-07-09 17:00:00,22.2210761400257,Working,50,"ESTIMATED"
2021-07-10T02:15:00Z,2021-07-09 17:15:00,22.5281110895159,Working,50,"ESTIMATED"
2021-07-10T02:30:00Z,2021-07-09 17:30:00,22.8612610866649,Working,50,"ESTIMATED"
2021-07-10T02:45:00Z,2021-07-09 17:45:00,23.3293431776539,Working,50,"ESTIMATED"
2021-07-10T03:00:00Z,2021-07-09 18:00:00,23.9173870229291,Working,50,"ESTIMATED"
2021-07-10T03:15:00Z,2021-07-09 18:15:00,24.5966017912427,Working,50,"ESTIMATED"
2021-07-10T03:30:00Z,2021-07-09 18:30:00,25.4415035043041,Working,50,"ESTIMATED"
2021-07-10T03:45:00Z,2021-07-09 18:45:00,26.4306967276716,Working,50,"ESTIMATED"
2021-07-10T04:00:00Z,2021-07-09 19:00:00,27.4277164908974,Working,50,"ESTIMATED"
2021-07-10T04:15:00Z,2021-07-09 19:15:00,28.5727472921842,Working,50,"ESTIMATED"
2021-07-10T04:30:00Z,2021-07-09 19:30:00,29.7679125070667,Working,50,"ESTIMATED"
2021-07-14T20:30:00Z,2021-07-14 11:30:00,28.4220999672129,Working,50,"ESTIMATED"
2021-07-14T20:45:00Z,2021-07-14 11:45:00,25.6941697276456,Working,50,"ESTIMATED"
2021-07-14T21:00:00Z,2021-07-14 12:00:00,23.1579562604302,Working,50,"ESTIMATED"
2021-07-14T21:15:00Z,2021-07-14 12:15:00,20.7827392991162,Working,50,"ESTIMATED"
2021-07-14T21:30:00Z,2021-07-14 12:30:00,18.6137434880777,Working,50,"ESTIMATED"
2021-07-14T21:45:00Z,2021-07-14 12:45:00,16.6759403079448,Working,50,"ESTIMATED"
2021-07-14T22:00:00Z,2021-07-14 13:00:00,14.9753362691603,Working,50,"ESTIMATED"
2021-07-14T22:15:00Z,2021-07-14 13:15:00,13.4532905091686,Working,50,"ESTIMATED"
2021-07-14T22:30:00Z,2021-07-14 13:30:00,12.1024612561441,Working,50,"ESTIMATED"
2021-07-14T22:45:00Z,2021-07-14 13:45:00,10.9222193316463,Working,50,"ESTIMATED"
2021-07-14T23:00:00Z,2021-07-14 14:00:00,9.88101995787428,Working,50,"ESTIMATED"
2021-07-14T23:15:00Z,2021-07-14 14:15:00,8.9781561042756,Working,50,"ESTIMATED"
2021-07-14T23:30:00Z,2021-07-14 14:30:00,8.17699006389457,Working,50,"ESTIMATED"
2021-07-14T23:45:00Z,2021-07-14 14:45:00,7.48774025709656,Working,50,"ESTIMATED"
2021-07-15T00:00:00Z,2021-07-14 15:00:00,6.910744899821,Working,50,"ESTIMATED"
2021-07-15T00:15:00Z,2021-07-14 15:15:00,6.43060915457051,Working,50,"ESTIMATED"
2021-07-15T00:30:00Z,2021-07-14 15:30:00,6.01486858956082,Working,50,"ESTIMATED"
2021-07-15T00:45:00Z,2021-07-14 15:45:00,5.65913468449226,Working,50,"ESTIMATED"
2021-07-15T01:00:00Z,2021-07-14 16:00:00,5.36431520894798,Working,50,"ESTIMATED"
2021-07-15T01:15:00Z,2021-07-14 16:15:00,5.13533895138068,Working,50,"ESTIMATED"
2021-07-15T01:30:00Z,2021-07-14 16:30:00,4.96641281302815,Working,50,"ESTIMATED"
2021-07-15T01:45:00Z,2021-07-14 16:45:00,4.8594859974141,Working,50,"ESTIMATED"
2021-07-15T02:00:00Z,2021-07-14 17:00:00,4.82213780875068,Working,50,"ESTIMATED"
2021-07-15T02:15:00Z,2021-07-14 17:15:00,4.82174439633182,Working,50,"ESTIMATED"
2021-07-15T02:30:00Z,2021-07-14 17:30:00,4.84697138858315,Working,50,"ESTIMATED"
2021-07-15T02:45:00Z,2021-07-14 17:45:00,4.90870594956477,Working,50,"ESTIMATED"
2021-07-15T03:00:00Z,2021-07-14 18:00:00,4.99471363280017,Working,50,"ESTIMATED"
2021-07-15T03:15:00Z,2021-07-14 18:15:00,5.11332436652679,Working,50,"ESTIMATED"
2021-07-15T03:30:00Z,2021-07-14 18:30:00,5.28559562693864,Working,50,"ESTIMATED"
2021-07-15T03:45:00Z,2021-07-14 18:45:00,5.46707257842759,Working,50,"ESTIMATED"
2021-07-15T04:00:00Z,2021-07-14 19:00:00,5.66121677052721,Working,50,"ESTIMATED"
2021-07-15T04:15:00Z,2021-07-14 19:15:00,5.88930151591555,Working,50,"ESTIMATED"
2021-07-15T04:30:00Z,2021-07-14 19:30:00,6.13039551552018,Working,50,"ESTIMATED"
2021-07-15T04:45:00Z,2021-07-14 19:45:00,6.39404580884501,Working,50,"ESTIMATED"
2021-07-15T05:00:00Z,2021-07-14 20:00:00,6.6780285124276,Working,50,"ESTIMATED"
2021-07-15T05:15:00Z,2021-07-14 20:15:00,6.99449420658259,Working,50,"ESTIMATED"
2021-07-15T05:30:00Z,2021-07-14 20:30:00,7.33585989300604,Working,50,"ESTIMATED"
2021-07-15T05:45:00Z,2021-07-14 20:45:00,7.68475358600208,Working,50,"ESTIMATED"
2021-07-15T06:00:00Z,2021-07-14 21:00:00,8.04354040853333,Working,50,"ESTIMATED"
2021-07-15T06:15:00Z,2021-07-14 21:15:00,8.41012125369821,Working,50,"ESTIMATED"
2021-07-15T06:30:00Z,2021-07-14 21:30:00,8.79789352169466,Working,50,"ESTIMATED"
2021-07-15T06:45:00Z,2021-07-14 21:45:00,9.23432894373155,Working,50,"ESTIMATED"
2021-07-15T07:00:00Z,2021-07-14 22:00:00,9.6748469380629,Working,50,"ESTIMATED"
2021-07-15T07:15:00Z,2021-07-14 22:15:00,10.1727610851508,Working,50,"ESTIMATED"
2021-07-15T07:30:00Z,2021-07-14 22:30:00,10.6777095930402,Working,50,"ESTIMATED"
2021-07-15T07:45:00Z,2021-07-14 22:45:00,11.2080571426335,Working,50,"ESTIMATED"
2021-07-15T08:00:00Z,2021-07-14 23:00:00,11.7558635079071,Working,50,"ESTIMATED"
2021-07-15T08:15:00Z,2021-07-14 23:15:00,12.330873819318,Working,50,"ESTIMATED"
2021-07-15T08:30:00Z,2021-07-14 23:30:00,12.9364083631073,Working,50,"ESTIMATED"
2021-07-15T08:45:00Z,2021-07-14 23:45:00,13.5129982935765,Working,50,"ESTIMATED"
2021-07-15T09:00:00Z,2021-07-15 00:00:00,14.1132668060178,Working,50,"ESTIMATED"
